44.982315,366.3371
50.175705,322.22247
56.117134,280.03397
62.59107,239.78285
69.97229,201.70215
77.531075,165.6233
85.197014,131.72592
83.08449,368.24484
87.64808,322.72546
93.07796,279.5098
99.19769,237.99437
105.60071,198.59827
112.26012,162.12239
119.289925,127.90945
124.58711,369.88092
128.54086,323.2981
133.2095,278.36136
138.22777,236.03072
143.98157,196.182
149.61061,158.48131
155.62169,124.05778
169.06993,371.3209
171.9935,323.41562
175.59224,277.60852
179.77092,234.14224
184.33667,193.75539
188.73883,155.62447
193.50911,120.33107
216.16586,371.827
218.48228,323.11697
220.99475,276.33914
223.59872,232.26988
226.91643,191.11407
230.02562,152.53403
233.33437,117.06357
265.5132,371.95706
266.73016,322.31448
268.0306,275.1832
269.38965,230.45049
271.136,188.62558
272.76614,150.14117
274.60046,114.37092
